serial,ecm_name,software_part_number,flash_file,release_date,file_size,latest_available,service_file_id
JSM00174,ENGINE,,4466679.FLS,2017-01-05T12:13:22.342Z,142594.0,Y,15420716.0
JSM00174,IBC,,6014841.FL2,2020-07-06T12:52:19.311Z,225145.0,Y,25167217.0
JSM00174,RAC,,2311371.FLS,,1161282.0,Y,3069836.0
JSM00174,VIMS/VIDS,,5566062.FL2,2018-01-17T10:03:53.284Z,676375.0,Y,21642921.0
JSM00174,XMSN-ECPC,,4658005.FL2,2014-11-13T14:17:23.787Z,308858.0,Y,17491115.0
JSM00175,CHASSIS,,6583980.FL2,2025-01-02T16:30:15.317Z,235976.0,Y,39718756.0
JSM00175,ENGINE,,6410120.FL2,2023-05-16T11:01:27.308Z,116585.0,Y,31067276.0
JSM00175,ENGINE,,4466679.FLS,2017-01-05T12:13:22.342Z,142594.0,Y,15420716.0
JSM00175,IBC,,6014841.FL2,2020-07-06T12:52:19.311Z,225145.0,Y,25167217.0
JSM00175,RAC,,2311371.FLS,,1161282.0,Y,3069836.0
JSM00175,VIMS/VIDS,,5566062.FL2,2018-01-17T10:03:53.284Z,676375.0,Y,21642921.0
JSM00175,XMSN-ECPC,,4658005.FL2,2014-11-13T14:17:23.787Z,308858.0,Y,17491115.0
JSM00177,CHASSIS,,6583980.FL2,2025-01-02T16:30:15.317Z,235976.0,Y,39718756.0
JSM00177,ENGINE,,6410120.FL2,2023-05-16T11:01:27.308Z,116585.0,Y,31067276.0
JSM00177,ENGINE,,4466679.FLS,2017-01-05T12:13:22.342Z,142594.0,Y,15420716.0
JSM00177,IBC,,6014841.FL2,2020-07-06T12:52:19.311Z,225145.0,Y,25167217.0
JSM00177,RAC,,2311371.FLS,,1161282.0,Y,3069836.0
JSM00177,VIMS/VIDS,,5566062.FL2,2018-01-17T10:03:53.284Z,676375.0,Y,21642921.0
JSM00177,XMSN-ECPC,,4658005.FL2,2014-11-13T14:17:23.787Z,308858.0,Y,17491115.0
JSM00178,CHASSIS,,6583980.FL2,2025-01-02T16:30:15.317Z,235976.0,Y,39718756.0
JSM00178,CIODS-Radar Upgrade,,4224062.FLS,,1842136.0,Y,14586616.0
JSM00178,ENGINE,,6410120.FL2,2023-05-16T11:01:27.308Z,116585.0,Y,31067276.0
JSM00178,ENGINE,,4466679.FLS,2017-01-05T12:13:22.342Z,142594.0,Y,15420716.0
JSM00178,IBC,,6014841.FL2,2020-07-06T12:52:19.311Z,225145.0,Y,25167217.0
JSM00178,RAC,,2311371.FLS,,1161282.0,Y,3069836.0
JSM00178,VIMS/VIDS,,5566062.FL2,2018-01-17T10:03:53.284Z,676375.0,Y,21642921.0
JSM00178,XMSN-ECPC,,4658005.FL2,2014-11-13T14:17:23.787Z,308858.0,Y,17491115.0
JSM00180,CHASSIS,,6583980.FL2,2025-01-02T16:30:15.317Z,235976.0,Y,39718756.0
JSM00180,CIODS-Radar Upgrade,,4718669.FL2,2014-12-16T09:55:07.153Z,350833.0,Y,17636078.0
JSM00180,ENGINE,,6410120.FL2,2023-05-16T11:01:27.308Z,116585.0,Y,31067276.0
JSM00180,ENGINE,,4466679.FLS,2017-01-05T12:13:22.342Z,142594.0,Y,15420716.0
JSM00180,IBC,,6014841.FL2,2020-07-06T12:52:19.311Z,225145.0,Y,25167217.0
JSM00180,RAC,,2311371.FLS,,1161282.0,Y,3069836.0
JSM00180,VIMS/VIDS,,5566062.FL2,2018-01-17T10:03:53.284Z,676375.0,Y,21642921.0
JSM00180,XMSN-ECPC,,4658005.FL2,2014-11-13T14:17:23.787Z,308858.0,Y,17491115.0
JSM00182,CHASSIS,,6583980.FL2,2025-01-02T16:30:15.317Z,235976.0,Y,39718756.0
JSM00182,ENGINE,,6410120.FL2,2023-05-16T11:01:27.308Z,116585.0,Y,31067276.0
JSM00182,ENGINE,,4466679.FLS,2017-01-05T12:13:22.342Z,142594.0,Y,15420716.0
JSM00182,IBC,,6014841.FL2,2020-07-06T12:52:19.311Z,225145.0,Y,25167217.0
JSM00182,RAC,,2311371.FLS,,1161282.0,Y,3069836.0
JSM00182,VIMS/VIDS,,5566062.FL2,2018-01-17T10:03:53.284Z,676375.0,Y,21642921.0
JSM00182,XMSN-ECPC,,4658005.FL2,2014-11-13T14:17:23.787Z,308858.0,Y,17491115.0
JSM00183,CHASSIS,,4415617.FLS,,493744.0,Y,15173816.0
JSM00183,CHASSIS,,6583980.FL2,2025-01-02T16:30:15.317Z,235976.0,Y,39718756.0
JSM00183,ENGINE,,6410120.FL2,2023-05-16T11:01:27.308Z,116585.0,Y,31067276.0
JSM00183,ENGINE,,4466679.FLS,2017-01-05T12:13:22.342Z,142594.0,Y,15420716.0
JSM00183,IBC,,6014841.FL2,2020-07-06T12:52:19.311Z,225145.0,Y,25167217.0
JSM00183,RAC,,2311371.FLS,,1161282.0,Y,3069836.0
JSM00183,VIMS/VIDS,,5566062.FL2,2018-01-17T10:03:53.284Z,676375.0,Y,21642921.0
JSM00183,XMSN-ECPC,,4658005.FL2,2014-11-13T14:17:23.787Z,308858.0,Y,17491115.0
JSM00184,CHASSIS,,4415617.FLS,,493744.0,Y,15173816.0
JSM00184,CHASSIS,,6583980.FL2,2025-01-02T16:30:15.317Z,235976.0,Y,39718756.0
JSM00184,CIODS-Vision Only,,4227022.FLS,,1842134.0,Y,14582215.0
JSM00184,ENGINE,,6410120.FL2,2023-05-16T11:01:27.308Z,116585.0,Y,31067276.0
JSM00184,ENGINE,,4466679.FLS,2017-01-05T12:13:22.342Z,142594.0,Y,15420716.0
JSM00184,IBC,,6014841.FL2,2020-07-06T12:52:19.311Z,225145.0,Y,25167217.0
JSM00184,RAC,,2311371.FLS,,1161282.0,Y,3069836.0
JSM00184,VIMS/VIDS,,5566062.FL2,2018-01-17T10:03:53.284Z,676375.0,Y,21642921.0
JSM00184,XMSN-ECPC,,4658005.FL2,2014-11-13T14:17:23.787Z,308858.0,Y,17491115.0
JSM00185,CHASSIS,,4415617.FLS,,493744.0,Y,15173816.0
JSM00185,CHASSIS,,6583980.FL2,2025-01-02T16:30:15.317Z,235976.0,Y,39718756.0
JSM00185,ENGINE,,6410120.FL2,2023-05-16T11:01:27.308Z,116585.0,Y,31067276.0
JSM00185,ENGINE,,4466679.FLS,2017-01-05T12:13:22.342Z,142594.0,Y,15420716.0
JSM00185,IBC,,6014841.FL2,2020-07-06T12:52:19.311Z,225145.0,Y,25167217.0
JSM00185,RAC,,2311371.FLS,,1161282.0,Y,3069836.0
JSM00185,VIMS/VIDS,,5566062.FL2,2018-01-17T10:03:53.284Z,676375.0,Y,21642921.0
JSM00185,XMSN-ECPC,,4658005.FL2,2014-11-13T14:17:23.787Z,308858.0,Y,17491115.0
JSM00186,CHASSIS,,6583980.FL2,2025-01-02T16:30:15.317Z,235976.0,Y,39718756.0
JSM00186,CIODS-Radar Upgrade,,4959563.FL2,2015-11-20T14:17:29.913Z,360356.0,Y,18651425.0
JSM00186,ENGINE,,6410120.FL2,2023-05-16T11:01:27.308Z,116585.0,Y,31067276.0
JSM00186,ENGINE,,4466679.FLS,2017-01-05T12:13:22.342Z,142594.0,Y,15420716.0
JSM00186,IBC,,6014841.FL2,2020-07-06T12:52:19.311Z,225145.0,Y,25167217.0
JSM00186,RAC,,2311371.FLS,,1161282.0,Y,3069836.0
JSM00186,VIMS/VIDS,,5566062.FL2,2018-01-17T10:03:53.284Z,676375.0,Y,21642921.0
JSM00186,XMSN-ECPC,,4658005.FL2,2014-11-13T14:17:23.787Z,308858.0,Y,17491115.0
JSM00187,CHASSIS,,6583980.FL2,2025-01-02T16:30:15.317Z,235976.0,Y,39718756.0
JSM00187,CIODS-Radar Upgrade,,4718669.FL2,2014-12-16T09:55:07.153Z,350833.0,Y,17636078.0
JSM00187,ENGINE,,6410120.FL2,2023-05-16T11:01:27.308Z,116585.0,Y,31067276.0
JSM00187,ENGINE,,4466679.FLS,2017-01-05T12:13:22.342Z,142594.0,Y,15420716.0
JSM00187,IBC,,6014841.FL2,2020-07-06T12:52:19.311Z,225145.0,Y,25167217.0
JSM00187,RAC,,2311371.FLS,,1161282.0,Y,3069836.0
JSM00187,VIMS/VIDS,,5566062.FL2,2018-01-17T10:03:53.284Z,676375.0,Y,21642921.0
JSM00187,XMSN-ECPC,,4658005.FL2,2014-11-13T14:17:23.787Z,308858.0,Y,17491115.0
JSM00189,CHASSIS,,4415617.FLS,,493744.0,Y,15173816.0
JSM00189,CHASSIS,,6583980.FL2,2025-01-02T16:30:15.317Z,235976.0,Y,39718756.0
JSM00189,ENGINE,,6410120.FL2,2023-05-16T11:01:27.308Z,116585.0,Y,31067276.0
JSM00189,ENGINE,,4466679.FLS,2017-01-05T12:13:22.342Z,142594.0,Y,15420716.0
JSM00189,IBC,,6014841.FL2,2020-07-06T12:52:19.311Z,225145.0,Y,25167217.0
JSM00189,RAC,,2311371.FLS,,1161282.0,Y,3069836.0
JSM00189,VIMS/VIDS,,5566062.FL2,2018-01-17T10:03:53.284Z,676375.0,Y,21642921.0
JSM00189,XMSN-ECPC,,4658005.FL2,2014-11-13T14:17:23.787Z,308858.0,Y,17491115.0
JSM00190,CHASSIS,,6583980.FL2,2025-01-02T16:30:15.317Z,235976.0,Y,39718756.0
JSM00190,CIODS-Radar Upgrade,,4718669.FL2,2014-12-16T09:55:07.153Z,350833.0,Y,17636078.0
JSM00190,ENGINE,,6410120.FL2,2023-05-16T11:01:27.308Z,116585.0,Y,31067276.0
JSM00190,ENGINE,,4466679.FLS,2017-01-05T12:13:22.342Z,142594.0,Y,15420716.0
JSM00190,IBC,,6014841.FL2,2020-07-06T12:52:19.311Z,225145.0,Y,25167217.0
JSM00190,RAC,,2311371.FLS,,1161282.0,Y,3069836.0
JSM00190,VIMS/VIDS,,5566062.FL2,2018-01-17T10:03:53.284Z,676375.0,Y,21642921.0
JSM00190,XMSN-ECPC,,4658005.FL2,2014-11-13T14:17:23.787Z,308858.0,Y,17491115.0
JSM00232,CHASSIS,,6583980.FL2,2025-01-02T16:30:15.317Z,235976.0,Y,39718756.0
JSM00232,CIODS-Radar Upgrade,,4718669.FL2,2014-12-16T09:55:07.153Z,350833.0,Y,17636078.0
JSM00232,ENGINE,,6410120.FL2,2023-05-16T11:01:27.308Z,116585.0,Y,31067276.0
JSM00232,ENGINE,,4466679.FLS,2017-01-05T12:13:22.342Z,142594.0,Y,15420716.0
JSM00232,IBC,,6014841.FL2,2020-07-06T12:52:19.311Z,225145.0,Y,25167217.0
JSM00232,RAC,,2311371.FLS,,1161282.0,Y,3069836.0
JSM00232,VIMS/VIDS,,5566062.FL2,2018-01-17T10:03:53.284Z,676375.0,Y,21642921.0
JSM00232,XMSN-ECPC,,4658005.FL2,2014-11-13T14:17:23.787Z,308858.0,Y,17491115.0
JSM00233,CHASSIS,,4415617.FLS,,493744.0,Y,15173816.0
JSM00233,CHASSIS,,6583980.FL2,2025-01-02T16:30:15.317Z,235976.0,Y,39718756.0
JSM00233,ENGINE,,6410120.FL2,2023-05-16T11:01:27.308Z,116585.0,Y,31067276.0
JSM00233,ENGINE,,4466679.FLS,2017-01-05T12:13:22.342Z,142594.0,Y,15420716.0
JSM00233,IBC,,6014841.FL2,2020-07-06T12:52:19.311Z,225145.0,Y,25167217.0
JSM00233,RAC,,2311371.FLS,,1161282.0,Y,3069836.0
JSM00233,VIMS/VIDS,,5566062.FL2,2018-01-17T10:03:53.284Z,676375.0,Y,21642921.0
JSM00233,XMSN-ECPC,,4658005.FL2,2014-11-13T14:17:23.787Z,308858.0,Y,17491115.0
JSM00234,CHASSIS,,6583980.FL2,2025-01-02T16:30:15.317Z,235976.0,Y,39718756.0
JSM00234,CIODS-Radar Upgrade,,4224062.FLS,,1842136.0,Y,14586616.0
JSM00234,ENGINE,,6410120.FL2,2023-05-16T11:01:27.308Z,116585.0,Y,31067276.0
JSM00234,ENGINE,,4466679.FLS,2017-01-05T12:13:22.342Z,142594.0,Y,15420716.0
JSM00234,IBC,,6014841.FL2,2020-07-06T12:52:19.311Z,225145.0,Y,25167217.0
JSM00234,RAC,,2311371.FLS,,1161282.0,Y,3069836.0
JSM00234,VIMS/VIDS,,5566062.FL2,2018-01-17T10:03:53.284Z,676375.0,Y,21642921.0
JSM00234,XMSN-ECPC,,4658005.FL2,2014-11-13T14:17:23.787Z,308858.0,Y,17491115.0
JSM00240,CHASSIS,,6583980.FL2,2025-01-02T16:30:15.317Z,235976.0,Y,39718756.0
JSM00240,CIODS-Radar Upgrade,,4224062.FLS,,1842136.0,Y,14586616.0
JSM00240,ENGINE,,6410120.FL2,2023-05-16T11:01:27.308Z,116585.0,Y,31067276.0
JSM00240,ENGINE,,4466679.FLS,2017-01-05T12:13:22.342Z,142594.0,Y,15420716.0
JSM00240,IBC,,6014841.FL2,2020-07-06T12:52:19.311Z,225145.0,Y,25167217.0
JSM00240,RAC,,2311371.FLS,,1161282.0,Y,3069836.0
JSM00240,VIMS/VIDS,,5566062.FL2,2018-01-17T10:03:53.284Z,676375.0,Y,21642921.0
JSM00240,XMSN-ECPC,,4658005.FL2,2014-11-13T14:17:23.787Z,308858.0,Y,17491115.0
JSM00245,CHASSIS,,6583980.FL2,2025-01-02T16:30:15.317Z,235976.0,Y,39718756.0
JSM00245,CIODS-Radar Upgrade,,4959563.FL2,2015-11-20T14:17:29.913Z,360356.0,Y,18651425.0
JSM00245,ENGINE,,6410120.FL2,2023-05-16T11:01:27.308Z,116585.0,Y,31067276.0
JSM00245,ENGINE,,4466679.FLS,2017-01-05T12:13:22.342Z,142594.0,Y,15420716.0
JSM00245,IBC,,6014841.FL2,2020-07-06T12:52:19.311Z,225145.0,Y,25167217.0
JSM00245,RAC,,2311371.FLS,,1161282.0,Y,3069836.0
JSM00245,VIMS/VIDS,,5566062.FL2,2018-01-17T10:03:53.284Z,676375.0,Y,21642921.0
JSM00245,XMSN-ECPC,,4658005.FL2,2014-11-13T14:17:23.787Z,308858.0,Y,17491115.0
JSM00247,CHASSIS,,6583980.FL2,2025-01-02T16:30:15.317Z,235976.0,Y,39718756.0
JSM00247,CIODS-Radar Upgrade,,4224062.FLS,,1842136.0,Y,14586616.0
JSM00247,ENGINE,,6410120.FL2,2023-05-16T11:01:27.308Z,116585.0,Y,31067276.0
JSM00247,ENGINE,,4466679.FLS,2017-01-05T12:13:22.342Z,142594.0,Y,15420716.0
JSM00247,IBC,,6014841.FL2,2020-07-06T12:52:19.311Z,225145.0,Y,25167217.0
JSM00247,RAC,,2311371.FLS,,1161282.0,Y,3069836.0
JSM00247,VIMS/VIDS,,5566062.FL2,2018-01-17T10:03:53.284Z,676375.0,Y,21642921.0
JSM00247,XMSN-ECPC,,4658005.FL2,2014-11-13T14:17:23.787Z,308858.0,Y,17491115.0
JSM00248,CHASSIS,,6583980.FL2,2025-01-02T16:30:15.317Z,235976.0,Y,39718756.0
JSM00248,ENGINE,,6410120.FL2,2023-05-16T11:01:27.308Z,116585.0,Y,31067276.0
JSM00248,ENGINE,,4466679.FLS,2017-01-05T12:13:22.342Z,142594.0,Y,15420716.0
JSM00248,IBC,,6014841.FL2,2020-07-06T12:52:19.311Z,225145.0,Y,25167217.0
JSM00248,RAC,,2311371.FLS,,1161282.0,Y,3069836.0
JSM00248,VIMS/VIDS,,5566062.FL2,2018-01-17T10:03:53.284Z,676375.0,Y,21642921.0
JSM00248,XMSN-ECPC,,4658005.FL2,2014-11-13T14:17:23.787Z,308858.0,Y,17491115.0
JSM00250,CHASSIS,,6583980.FL2,2025-01-02T16:30:15.317Z,235976.0,Y,39718756.0
JSM00250,ENGINE,,6410120.FL2,2023-05-16T11:01:27.308Z,116585.0,Y,31067276.0
JSM00250,ENGINE,,4466679.FLS,2017-01-05T12:13:22.342Z,142594.0,Y,15420716.0
JSM00250,IBC,,6014841.FL2,2020-07-06T12:52:19.311Z,225145.0,Y,25167217.0
JSM00250,RAC,,2311371.FLS,,1161282.0,Y,3069836.0
JSM00250,VIMS/VIDS,,5566062.FL2,2018-01-17T10:03:53.284Z,676375.0,Y,21642921.0
JSM00250,XMSN-ECPC,,4658005.FL2,2014-11-13T14:17:23.787Z,308858.0,Y,17491115.0
JSM00292,CHASSIS,,6583980.FL2,2025-01-02T16:30:15.317Z,235976.0,Y,39718756.0
JSM00292,ENGINE,,6410120.FL2,2023-05-16T11:01:27.308Z,116585.0,Y,31067276.0
JSM00292,ENGINE,,4466679.FLS,2017-01-05T12:13:22.342Z,142594.0,Y,15420716.0
JSM00292,IBC,,6014841.FL2,2020-07-06T12:52:19.311Z,225145.0,Y,25167217.0
JSM00292,RAC,,2311371.FLS,,1161282.0,Y,3069836.0
JSM00292,VIMS/VIDS,,5566062.FL2,2018-01-17T10:03:53.284Z,676375.0,Y,21642921.0
JSM00292,XMSN-ECPC,,4658005.FL2,2014-11-13T14:17:23.787Z,308858.0,Y,17491115.0
JSM00293,CHASSIS,,6583980.FL2,2025-01-02T16:30:15.317Z,235976.0,Y,39718756.0
JSM00293,ENGINE,,6263740.FL2,2022-12-15T14:09:44.724Z,1205350.0,Y,27941316.0
JSM00293,IBC,,6014841.FL2,2020-07-06T12:52:19.311Z,225145.0,Y,25167217.0
JSM00293,RAC,,2311371.FLS,,1161282.0,Y,3069836.0
JSM00293,VIMS/VIDS,,4435964.FLS,,1582866.0,Y,15222919.0
JSM00293,XMSN-ECPC,,4658005.FL2,2014-11-13T14:17:23.787Z,308858.0,Y,17491115.0
JSM00294,CHASSIS,,6583980.FL2,2025-01-02T16:30:15.317Z,235976.0,Y,39718756.0
JSM00294,CIODS-Radar Upgrade,,4718669.FL2,2014-12-16T09:55:07.153Z,350833.0,Y,17636078.0
JSM00294,ENGINE,,6410120.FL2,2023-05-16T11:01:27.308Z,116585.0,Y,31067276.0
JSM00294,ENGINE,,4466679.FLS,2017-01-05T12:13:22.342Z,142594.0,Y,15420716.0
JSM00294,IBC,,6014841.FL2,2020-07-06T12:52:19.311Z,225145.0,Y,25167217.0
JSM00294,RAC,,2311371.FLS,,1161282.0,Y,3069836.0
JSM00294,VIMS/VIDS,,5566062.FL2,2018-01-17T10:03:53.284Z,676375.0,Y,21642921.0
JSM00294,XMSN-ECPC,,4658005.FL2,2014-11-13T14:17:23.787Z,308858.0,Y,17491115.0
JSM00297,CHASSIS,,6583980.FL2,2025-01-02T16:30:15.317Z,235976.0,Y,39718756.0
JSM00297,CIODS-Radar Upgrade,,4224062.FLS,,1842136.0,Y,14586616.0
JSM00297,ENGINE,,6410120.FL2,2023-05-16T11:01:27.308Z,116585.0,Y,31067276.0
JSM00297,ENGINE,,4466679.FLS,2017-01-05T12:13:22.342Z,142594.0,Y,15420716.0
JSM00297,IBC,,6014841.FL2,2020-07-06T12:52:19.311Z,225145.0,Y,25167217.0
JSM00297,RAC,,2311371.FLS,,1161282.0,Y,3069836.0
JSM00297,VIMS/VIDS,,5566062.FL2,2018-01-17T10:03:53.284Z,676375.0,Y,21642921.0
JSM00297,XMSN-ECPC,,4658005.FL2,2014-11-13T14:17:23.787Z,308858.0,Y,17491115.0
JSM00299,CHASSIS,,6583980.FL2,2025-01-02T16:30:15.317Z,235976.0,Y,39718756.0
JSM00299,CIODS-Radar Upgrade,,4718669.FL2,2014-12-16T09:55:07.153Z,350833.0,Y,17636078.0
JSM00299,ENGINE,,6410120.FL2,2023-05-16T11:01:27.308Z,116585.0,Y,31067276.0
JSM00299,ENGINE,,4466679.FLS,2017-01-05T12:13:22.342Z,142594.0,Y,15420716.0
JSM00299,IBC,,6014841.FL2,2020-07-06T12:52:19.311Z,225145.0,Y,25167217.0
JSM00299,RAC,,2311371.FLS,,1161282.0,Y,3069836.0
JSM00299,VIMS/VIDS,,5566062.FL2,2018-01-17T10:03:53.284Z,676375.0,Y,21642921.0
JSM00299,XMSN-ECPC,,4658005.FL2,2014-11-13T14:17:23.787Z,308858.0,Y,17491115.0
JSM00300,CHASSIS,,6583980.FL2,2025-01-02T16:30:15.317Z,235976.0,Y,39718756.0
JSM00300,CIODS-Radar Upgrade,,4718669.FL2,2014-12-16T09:55:07.153Z,350833.0,Y,17636078.0
JSM00300,ENGINE,,6410120.FL2,2023-05-16T11:01:27.308Z,116585.0,Y,31067276.0
JSM00300,ENGINE,,4466679.FLS,2017-01-05T12:13:22.342Z,142594.0,Y,15420716.0
JSM00300,IBC,,6014841.FL2,2020-07-06T12:52:19.311Z,225145.0,Y,25167217.0
JSM00300,RAC,,2311371.FLS,,1161282.0,Y,3069836.0
JSM00300,VIMS/VIDS,,5566062.FL2,2018-01-17T10:03:53.284Z,676375.0,Y,21642921.0
JSM00300,XMSN-ECPC,,4658005.FL2,2014-11-13T14:17:23.787Z,308858.0,Y,17491115.0
JSM00301,CHASSIS,,6583980.FL2,2025-01-02T16:30:15.317Z,235976.0,Y,39718756.0
JSM00301,CIODS-Radar Upgrade,,4718669.FL2,2014-12-16T09:55:07.153Z,350833.0,Y,17636078.0
JSM00301,ENGINE,,6410120.FL2,2023-05-16T11:01:27.308Z,116585.0,Y,31067276.0
JSM00301,ENGINE,,4466679.FLS,2017-01-05T12:13:22.342Z,142594.0,Y,15420716.0
JSM00301,IBC,,6014841.FL2,2020-07-06T12:52:19.311Z,225145.0,Y,25167217.0
JSM00301,RAC,,2311371.FLS,,1161282.0,Y,3069836.0
JSM00301,VIMS/VIDS,,5566062.FL2,2018-01-17T10:03:53.284Z,676375.0,Y,21642921.0
JSM00301,XMSN-ECPC,,4658005.FL2,2014-11-13T14:17:23.787Z,308858.0,Y,17491115.0
JSM00319,CHASSIS,,6583980.FL2,2025-01-02T16:30:15.317Z,235976.0,Y,39718756.0
JSM00319,ENGINE,,6410120.FL2,2023-05-16T11:01:27.308Z,116585.0,Y,31067276.0
JSM00319,ENGINE,,4466679.FLS,2017-01-05T12:13:22.342Z,142594.0,Y,15420716.0
JSM00319,IBC,,6014841.FL2,2020-07-06T12:52:19.311Z,225145.0,Y,25167217.0
JSM00319,VIMS/VIDS,,5566062.FL2,2018-01-17T10:03:53.284Z,676375.0,Y,21642921.0
JSM00319,XMSN-ECPC,,4658005.FL2,2014-11-13T14:17:23.787Z,308858.0,Y,17491115.0
JSM00354,CHASSIS,,6583980.FL2,2025-01-02T16:30:15.317Z,235976.0,Y,39718756.0
JSM00354,ENGINE,,6410120.FL2,2023-05-16T11:01:27.308Z,116585.0,Y,31067276.0
JSM00354,ENGINE,,4466679.FLS,2017-01-05T12:13:22.342Z,142594.0,Y,15420716.0
JSM00354,IBC,,6014841.FL2,2020-07-06T12:52:19.311Z,225145.0,Y,25167217.0
JSM00354,VIMS/VIDS,,5566062.FL2,2018-01-17T10:03:53.284Z,676375.0,Y,21642921.0
JSM00354,XMSN-ECPC,,4658005.FL2,2014-11-13T14:17:23.787Z,308858.0,Y,17491115.0
JSM00355,CHASSIS,,6583980.FL2,2025-01-02T16:30:15.317Z,235976.0,Y,39718756.0
JSM00355,CIODS-Radar Upgrade,,4959563.FL2,2015-11-20T14:17:29.913Z,360356.0,Y,18651425.0
JSM00355,ENGINE,,6410120.FL2,2023-05-16T11:01:27.308Z,116585.0,Y,31067276.0
JSM00355,ENGINE,,4466679.FLS,2017-01-05T12:13:22.342Z,142594.0,Y,15420716.0
JSM00355,IBC,,6014841.FL2,2020-07-06T12:52:19.311Z,225145.0,Y,25167217.0
JSM00355,VIMS/VIDS,,5566062.FL2,2018-01-17T10:03:53.284Z,676375.0,Y,21642921.0
JSM00355,XMSN-ECPC,,4658005.FL2,2014-11-13T14:17:23.787Z,308858.0,Y,17491115.0
JSM00366,CHASSIS,,6583980.FL2,2025-01-02T16:30:15.317Z,235976.0,Y,39718756.0
JSM00366,CIODS-Radar Upgrade,,4718669.FL2,2014-12-16T09:55:07.153Z,350833.0,Y,17636078.0
JSM00366,ENGINE,,6410120.FL2,2023-05-16T11:01:27.308Z,116585.0,Y,31067276.0
JSM00366,ENGINE,,4466679.FLS,2017-01-05T12:13:22.342Z,142594.0,Y,15420716.0
JSM00366,IBC,,6014841.FL2,2020-07-06T12:52:19.311Z,225145.0,Y,25167217.0
JSM00366,VIMS/VIDS,,5566062.FL2,2018-01-17T10:03:53.284Z,676375.0,Y,21642921.0
JSM00366,XMSN-ECPC,,4658005.FL2,2014-11-13T14:17:23.787Z,308858.0,Y,17491115.0
JSM00384,CHASSIS,,6583980.FL2,2025-01-02T16:30:15.317Z,235976.0,Y,39718756.0
JSM00384,ENGINE,,6410120.FL2,2023-05-16T11:01:27.308Z,116585.0,Y,31067276.0
JSM00384,ENGINE,,4466679.FLS,2017-01-05T12:13:22.342Z,142594.0,Y,15420716.0
JSM00384,IBC,,6014841.FL2,2020-07-06T12:52:19.311Z,225145.0,Y,25167217.0
JSM00384,VIMS/VIDS,,5566062.FL2,2018-01-17T10:03:53.284Z,676375.0,Y,21642921.0
JSM00384,XMSN-ECPC,,4658005.FL2,2014-11-13T14:17:23.787Z,308858.0,Y,17491115.0
JSM00390,CHASSIS,,6583980.FL2,2025-01-02T16:30:15.317Z,235976.0,Y,39718756.0
JSM00390,CIODS-Radar Upgrade,,4718669.FL2,2014-12-16T09:55:07.153Z,350833.0,Y,17636078.0
JSM00390,ENGINE,,6263740.FL2,2022-12-15T14:09:44.724Z,1205350.0,Y,27941316.0
JSM00390,IBC,,6014841.FL2,2020-07-06T12:52:19.311Z,225145.0,Y,25167217.0
JSM00390,TELEMATICS SATELLITE RADIO,,6279054.FL2,2022-07-28T13:36:35.226Z,20652253.0,Y,28747134.0
JSM00390,VIMS/VIDS,,5566062.FL2,2018-01-17T10:03:53.284Z,676375.0,Y,21642921.0
JSM00390,VIMS/VIDS,,4435964.FLS,,1582866.0,Y,15222919.0
JSM00390,XMSN-ECPC,,4658005.FL2,2014-11-13T14:17:23.787Z,308858.0,Y,17491115.0
JSM00391,CHASSIS,,6583980.FL2,2025-01-02T16:30:15.317Z,235976.0,Y,39718756.0
JSM00391,ENGINE,,6410120.FL2,2023-05-16T11:01:27.308Z,116585.0,Y,31067276.0
JSM00391,ENGINE,,4466679.FLS,2017-01-05T12:13:22.342Z,142594.0,Y,15420716.0
JSM00391,IBC,,6014841.FL2,2020-07-06T12:52:19.311Z,225145.0,Y,25167217.0
JSM00391,VIMS/VIDS,,5566062.FL2,2018-01-17T10:03:53.284Z,676375.0,Y,21642921.0
JSM00391,XMSN-ECPC,,4658005.FL2,2014-11-13T14:17:23.787Z,308858.0,Y,17491115.0
JSM00392,CHASSIS,,6583980.FL2,2025-01-02T16:30:15.317Z,235976.0,Y,39718756.0
JSM00392,ENGINE,,6410120.FL2,2023-05-16T11:01:27.308Z,116585.0,Y,31067276.0
JSM00392,ENGINE,,4466679.FLS,2017-01-05T12:13:22.342Z,142594.0,Y,15420716.0
JSM00392,IBC,,6014841.FL2,2020-07-06T12:52:19.311Z,225145.0,Y,25167217.0
JSM00392,VIMS/VIDS,,5566062.FL2,2018-01-17T10:03:53.284Z,676375.0,Y,21642921.0
JSM00392,XMSN-ECPC,,4658005.FL2,2014-11-13T14:17:23.787Z,308858.0,Y,17491115.0
JSM00397,CHASSIS,,6583980.FL2,2025-01-02T16:30:15.317Z,235976.0,Y,39718756.0
JSM00397,ENGINE,,6410120.FL2,2023-05-16T11:01:27.308Z,116585.0,Y,31067276.0
JSM00397,ENGINE,,4466679.FLS,2017-01-05T12:13:22.342Z,142594.0,Y,15420716.0
JSM00397,IBC,,6014841.FL2,2020-07-06T12:52:19.311Z,225145.0,Y,25167217.0
JSM00397,VIMS/VIDS,,5566062.FL2,2018-01-17T10:03:53.284Z,676375.0,Y,21642921.0
JSM00397,XMSN-ECPC,,4658005.FL2,2014-11-13T14:17:23.787Z,308858.0,Y,17491115.0
JSM00403,CHASSIS,,6583980.FL2,2025-01-02T16:30:15.317Z,235976.0,Y,39718756.0
